,Type,id,Name,Start Date,End Date,Host Name,Event URL,description,url
38,Event,1589817,SMBC Resume Review Workshop ,2024-11-20T15:00:00.000-05:00,2024-11-20T16:00:00.000-05:00,SMBC,https://tinyurl.com/2acox7sj,"<p>The SMBC Resume Review Workshop is meant to provide insight on how to make your resume become a reflection of your professionalism. We understand that the first step toward being an exemplary candidate is shown through your resume. Therefore, we will be providing each of you with insight on how to prepare a resume that properly reflects your knowledge, skills, and education. With these tools, you will understand how to demonstrate the value that you bring to a company within your resume. Not only will we be providing tips that are relevant to the financial industry, but we will also provide you with proper takeaways that you can bring with you anywhere as you grow into a young professional!</p>",https://app.joinhandshake.com/stu/events/1589817
39,Event,1645162,NACDD Public Health AmeriCorps Service Member Information Session - November 2024,2024-11-20T15:00:00.000-05:00,2024-11-20T16:00:00.000-05:00,AmeriCorps,https://chronicdisease.zoom.us/webinar/register/WN__D5Ms3nYQs68pPO6GlDpiQ,"<p><strong>Join the next generation of public health leaders! </strong></p><p>The National Association of Chronic Disease Directors (NACDD) Public Health AmeriCorps program (PHA) is currently recruiting for 30+ Service Opportunities in 20 states across the nation. </p><p>NACDD’s PHA program is designed to address the public health needs of local communities while creating pathways to high-quality public health careers for Service Members. PHA Service Members will work with a State Health Department, Local Health Department, community-based organization, and/or YMCA, to advance existing efforts around food and nutrition security, safe physical activity access, social connectedness, and health equity. </p><p>Benefits for Service Members include a stipend/living allowance, real-world experience in the public health field, tailored mentorship/coaching, opportunities to network with the PHA community, and eligibility for a Segal Education Award upon completion of service. Service may be used to fulfill practicum or applied experience requirements. </p><p><strong>The application deadline for upcoming service opportunities is 11:59 pm ET on Friday December 20th, 2024. Register for the webinar to learn more about NACDD's PHA program and benefits for Service Members.</strong></p>",https://app.joinhandshake.com/stu/events/1645162
40,Event,1647781,A recruiting pro’s tips for launching an epic career,2024-11-20T15:00:00.000-05:00,2024-11-20T15:30:00.000-05:00,Handshake,,"<p>Want to get expert tips to help you thrive in recruitment? On November 20 at 12:00pm PT, join Handshake and Epic Systems Sourcing Lead Mili Bhatnagar to get insights from a pro with years of experience recruiting. Mili will share a seasoned recruiter’s tips on:</p><ul><li>Making a good first impression in the interview</li><li>Finding an employer that is the right fit for you</li><li>Best practices when networking</li><li>Successfully crafting your resume</li></ul><p>Save your spot today!</p><p><br>&nbsp;</p>",https://app.joinhandshake.com/stu/events/1647781
41,Event,1650263,ERG Takeover Series feat. VERG & VisAbility,2024-11-20T15:00:00.000-05:00,2024-11-20T15:45:00.000-05:00,Trane Technologies,https://careers.tranetechnologies.com/global/en/event/672cdc9e2ec73d6d9a076b9d/ERG-Takeover-Series-feat-VERG-and-VisAbility-Employee-Resource-Groups,"<p><strong>Early Career ERG Takeover Series feat. VERG &amp; VisAbility Employee Resource Groups</strong></p><p> </p><p>Welcome to our<strong> ERG Takeover Series</strong> where we are inviting all of our ERGs, Employee Resource Groups, on a monthly rotation, to connect with <strong>YOU!</strong></p><p>During November, our <strong>VERG (Veterans) &amp; VisAbility (Disability Awareness) ERG </strong>members will discuss professional experiences<i> </i>and share their personal career path with Trane Technologies, please come prepared with any questions.</p><p> </p><p><i>The intent of our early career office hours is that any student can informally engage with Trane Technologies to ask questions about career opportunities.</i></p><p> </p><p><strong>We hope to see you on Wednesday, November 20th @ 3:00pm EST!</strong></p><p><a target=""_blank"" href=""https://careers.tranetechnologies.com/global/en/event/672cdc9e2ec73d6d9a076b9d/ERG-Takeover-Series-feat-VERG-and-VisAbility-Employee-Resource-Groups""><strong>RSVP Here!</strong></a></p><p>Stop by to learn more about how our enriching culture spurs our innovative work!</p><p> </p><p><a target=""_blank"" href=""https://www.tranetechnologies.com/en/index/sustainability/sustainability-reports.html""><u>Sustainability Reports</u></a></p><p><a target=""_blank"" href=""https://careers.tranetechnologies.com/global/en/studentandgraduates""><u>Early Careers</u></a></p><p><a target=""_blank"" href=""https://www.tranetechnologies.com/en/index/company/diversity-and-inclusion.html""><u>Diversity &amp; Inclusion</u></a></p>",https://app.joinhandshake.com/stu/events/1650263
42,Event,1599789,MEDITECH Career Panel: First Gen Professionals  (Virtual),2024-11-20T16:00:00.000-05:00,2024-11-20T17:00:00.000-05:00,"Medical Information Technology, Inc. (MEDITECH)",,"<p>CALLING ALL FIRST-GENERS!</p><p>&nbsp;</p><p>#FIRST-GENers This event is designed specifically for the professional development needs of first generation students and early career professionals. Panelists are first-gen and will speak to the first-gen professional identity and their unique lived experiences. Being first gen is not just the campus experience, but extends into the workplace experience.</p><p>&nbsp;</p><p>Join us for this moderated discussion, that will navigate topics of social norms, mentorship, work life fit, and career trajectory.</p><p><i><strong>Check us out on the </strong></i><a target=""_blank"" rel=""noopener noreferrer"" href=""https://app.joinhandshake.com/emp/employers/19579/branding""><i><strong><u>MEDITECH Handshake page</u></strong></i></a><i><strong><u> &amp; </u></strong></i><a target=""_blank"" rel=""noopener noreferrer"" href=""https://www.linkedin.com/company/meditech/life/meditechcareers/""><i><strong><u>MEDITECH LInkedIN</u></strong></i></a><i><strong> to learn more about our locations in Georgia, Massachusetts, and Minnesota!</strong></i></p>",https://app.joinhandshake.com/stu/events/1599789
43,Event,1655287,Reading Partners: AmeriCorps Information Session,2024-11-20T19:00:00.000-05:00,2024-11-20T20:00:00.000-05:00,Reading Partners,https://readingpartners.zoom.us/webinar/register/WN_lnt30Oa8Su2xmMQGwTJjCg#/registration,"<p>Reading Partners is a national nonprofit that mobilizes communities to provide students with the proven, individualized reading support they need to read at grade level by fourth grade. Our work is powered by AmeriCorps. We mobilize AmeriCorps members across our 12 regions to recruit and coach volunteers, support students during and outside of tutoring sessions, work on capacity-building projects, and so much more. </p><p>This information session will give you an insight into the commitment of our AmeriCorps members, as well as highlight why service with Reading Partners is a right fit for you! </p>",https://app.joinhandshake.com/stu/events/1655287
44,Event,1646110,Inside City Year: Bridging Service and Career Growth,2024-11-20T20:00:00.000-05:00,2024-11-20T21:00:00.000-05:00,City Year,https://cityyearrad.my.salesforce-sites.com/events/targetX_eventsb__events#/esr?eid=a0m4X00000PltA3QAJ&,<p>Discover if a year of service in the classroom supporting student growth is right for you. Join this 45-minute-long virtual info session and Q&amp;A with a currently serving AmeriCorps Member to learn about City Year and the transferable skills you will gain working with us. City Year hosts sessions monthly.</p>,https://app.joinhandshake.com/stu/events/1646110
45,Event,1652534,Holy Cross Health In-Person Nursing Hiring Event,2024-11-21T10:00:00.000-05:00,2024-11-21T15:00:00.000-05:00,Holy Cross Health,,"<p>Every moment <strong>providing expert care has meaning</strong>. Join the outstanding nursing team at Holy Cross Health where you can make a difference and make each moment count. Holy Cross Health nurses are devoted to maintaining the highest quality of care – providing clinical expertise, compassion and comfort to patients and families. </p><p> </p><p><strong><u>LOCATION:</u></strong></p><p>Holy Cross Hospital (Auditoriums A-D)                                    </p><p>1500 Forest Glen Road, Silver Spring, MD 20910 </p><p> </p><p><strong><u>INTERVIEW TIMES</u></strong>: </p><p>Thursday, November 21, 2024</p><p>10:00 a.m. – 12:00 p.m. &amp; 1:00 p.m. – 3:00 p.m. </p><p> </p><p><strong>Bonus Incentives up to $20,000 for Experienced Nurses and $2,000 for New Nurse Graduates!</strong></p><p> </p><p><strong><u>BENEFITS YOU WILL ENJOY HERE: </u></strong></p><p><strong>-</strong> Full benefits package starting from day one of employment, DailyPay where you can choose to get paid daily! Tuition Reimbursement, Retirement Plans, Supplemental Insurance, Employee Discounts, Referral Program and more!</p><p><strong>-</strong> Generous paid time off that supports work/life balance.</p><p><strong>-</strong> Our CAP program (Clinical Advancement Program) offers nurses the opportunity to advance both in recognition and financial reward. </p><p> </p><p><strong><u>AVAILABLE UNITS: </u></strong></p><p><strong>Acute Care </strong>– Medical/Surgical, Telemetry, Joint &amp; Spine, Oncology, Neurology, Observation Unit</p><p><strong>Critical Care </strong>– ICU, SICU, PCU/Neuro, Cardiac Intermediate, Medical Intermediate, Emergency, Float Pool</p><p> </p><p><strong>(Experienced Nurses only): </strong></p><p><strong>*NEW* Virtual RN </strong>– Part of the <strong>Together Team Model</strong> that partners with an Acute Care RN and CNA to bring added patient safety, expertise and mentoring to bedside care (position is not work from home - Virtual RN works from a hub at the hospital) </p><p><strong>Women &amp; Children’s </strong>– Labor &amp; Delivery, NICU, Mother/Baby, High Risk Perinatal, Pediatrics</p><p><strong>Case Management</strong></p><p><strong>Dialysis</strong></p><p> </p><p>Please register by clicking link:  <a target=""_blank"" href=""https://intsignup.indeed.com/interview/62ce4e36-b4ec-46f9-897a-ee5ac631c64f?_gl=1*117z8ti*_gcl_au*MTUyOTczNzA3Ni4xNzMwODIxMzM0*_ga*MzAzMzYyMTM4LjE3MzA4MjEzMzQ.*_ga_5KTMMETCF4*MTczMDk5MzI1OS4xMi4xLjE3MzA5OTU2NTEuNjAuMC4w*_fplc*WVV0R210REpCc093akVTQWtYb1FqTTJSNyUyRjhnY054N1RvMW5Ca2RNWmR5RlVLUWhyU3F0a1U4Zk5VV0MzVG0lMkJpeCUyQlo4RGhvcjQwVDZZSkpyMzQ5M2M0eWx4MmYwRmRZZXZJRVpTSTJITkx2aVJhR1RybGVYeE1DWE9OVFVnJTNEJTNE"">Hiring Event Registration</a>    </p><p> </p><p><strong>We look forward to connecting with you about nursing opportunities with us!</strong></p>",https://app.joinhandshake.com/stu/events/1652534
46,Event,1651062,Black Men for Social Impact: Opportunities in Public Service ,2024-11-21T12:00:00.000-05:00,2024-11-21T12:45:00.000-05:00,Allegheny County Department of Human Services,,<p>Hear from African American professional men in human services to learn about the importance of representation to drive social impact.&nbsp;</p>,https://app.joinhandshake.com/stu/events/1651062
47,Event,1654718,"Pro Football Hall of Fame ""Before the Snap"" ft. Joe Lofton",2024-11-21T12:00:00.000-05:00,2024-11-21T13:00:00.000-05:00,Pro Football Hall of Fame,https://www.profootballhof.com/youth-education/before-the-snap/before-the-snap-registration/,"<p>The Pro Football Hall of Fame is proud to offer a series for learners in high school, college and beyond! “Before the Snap” gives an insight to professional careers in and around the NFL, while giving the live viewing audience the opportunity to interact with an industry expert.</p><p>Our special guest is Joe Lofton, who currently serves as the Football Development Manager for the Pittsburgh Steelers.</p><p>We will be streaming the program LIVE on the Pro Football Hall of Fame’s YouTube page and will take questions from students across the country throughout the program. To participate, all you will need to do is:</p><p> - Visit https://www.youtube.com/user/ProFootballHOF at 12:00pm ET on Thursday, November 21, 2024 to view the program.</p><p> -To ask a question, comment on the post with the following information:</p><p>*  Name of School (if applicable)</p><p>*  Location</p><p>*  Question for Industry Expert</p><p>If you have any questions, do not hesitate to reach out! You can contact me at 330-588-3558 or by email at Jacob.Ray@ProFootballHOF.com</p>",https://app.joinhandshake.com/stu/events/1654718
48,Event,1647696,Education Info Session: The Magic Behind Classical Charter Schools ,2024-11-21T13:00:00.000-05:00,2024-11-21T14:00:00.000-05:00,Classical Charter Schools,,<p>Did you know that a New York State Teaching Certification is valid and recognized in every single state! </p><p> </p><p>Are you curious about a job in education? </p><p> </p><p>Do you want to be a teacher or learn about the pathway to becoming a school leader? Do you want to earn a free Masters in Education and a free New York State Teaching Certification while you teach? Are you uncertain what you should do after your graduate? Please RSVP to learn more about Classical Charter schools and about starting a career in education.</p>,https://app.joinhandshake.com/stu/events/1647696
49,Event,1649678,DES Virtual Career Fair Event: Work for Structure Construction,2024-11-21T13:00:00.000-05:00,2024-11-21T14:00:00.000-05:00,Caltrans HQ,https://cadot.webex.com/weblink/register/r29c7e2ce08704d683a8f4d9f52cb1f4e,"<p>🔊Attention Collegiate Engineering Students! Caltrans - Division of Engineering Services is hiring! We are looking for candidates interested in full-time opportunities in STEM-related fields.</p><p>Register today! Virtual Hiring Event: Work for Structure Construction<br>📅 November 21 | ⏰ 10 am - 11 am</p><p>🔗https://cadot.webex.com/weblink/register/r29c7e2ce08704d683a8f4d9f52cb1f4e   </p><p>At this event, you can meet with engineering representatives who are hiring a wide variety of full-time positions available immediately and into Summer 2025.</p><p>Engineering opportunities include:<br>Mechanical, chemical engineering, civil engineering, construction, electrical engineering, environmental engineering and materials science engineering</p><p>We look forward to meeting you and good luck to your employment success!<br>For questions:<br>DES.Outreach.Support@dot.ca.gov<br>Blair Coates 916-227-9546<br> </p>",https://app.joinhandshake.com/stu/events/1649678
50,Event,1589860,SMBC – Ask Me Anything,2024-11-21T15:00:00.000-05:00,2024-11-21T16:00:00.000-05:00,SMBC,https://tinyurl.com/2cwoqdh8,"<p>Join us for a virtual ""Ask Me Anything"" with a member of the Campus Recruitment team at SMBC. This event is for current undergraduate first-year students interested in learning about SMBC’s and future career opportunities within the financial services industry.</p><p>During the session, you’ll have the opportunity to learn about: </p><ul>
<li>SMBC – Our businesses and our culture</li>
<li>Networking tips &amp; tricks</li>
<li>How to build a good resume</li>
<li>Upcoming events and professional workshops</li>
<li>Application process and timelines for our internship programs</li>
<li>Ask any questions you may have about SMBC, our teams, or the industry in general </li>
</ul><p><strong>Eligibility</strong> - Freshmen/1st Year students in a four year undergraduate program.</p><p>As this event is invite only and space is limited, <strong>please</strong> <strong>register at the earliest.</strong> We will notify you with the virtual event link once your participation is confirmed.  </p>",https://app.joinhandshake.com/stu/events/1589860
51,Event,1647791,A nonprofit recruiting pro’s guide to making an impact in the job search,2024-11-21T15:00:00.000-05:00,2024-11-21T15:30:00.000-05:00,Handshake,,"<p>Interested in making an impact with your career? On November 21 at 12:00PM PT, join GO Tutor Corps Director of Recruitment Darius Rose for a session all about finding success in the nonprofit job search. Darius will share a his expert insights on:</p><ul>
<li>Utilizing a service year to launch a fulfilling career</li>
<li>Going through recruitment in the government nonprofit space</li>
<li>Standing out in the interview process</li>
<li>Resume mistakes to avoid</li>
</ul><p>Hope to see you there!</p><p><br> </p>",https://app.joinhandshake.com/stu/events/1647791
52,Event,1649154,Real Talk in Real Estate: Growing a Career in Property Management,2024-11-21T15:00:00.000-05:00,2024-11-21T16:00:00.000-05:00,JLL,https://jll.avature.net/eventlisting/EventDetail?pipelineId=212972,"<p><strong>🏢 Unlock Your Property Management Potential! 🔑 </strong></p><p><strong> </strong></p><p><strong>Join us for ""Real Talk in Real Estate: Growing a Career in Property Management"" </strong></p><p><strong> </strong></p><p><strong>🗓️ Thursday, November 21, 2024 ⏰ 12:00 PM PST 📍 Online Event </strong></p><p><strong> </strong></p><p><strong>Are you ready to elevate your property management career? Don't miss this opportunity to gain insider insights and practical advice from industry leaders! </strong></p><p><strong> </strong></p><p><strong>What you'll discover:  </strong></p><p><strong>• Proven strategies for career advancement  </strong></p><p><strong>• Emerging trends shaping the future of property management  </strong></p><p><strong>• Essential skills to thrive in a competitive market  </strong></p><p><strong>• Networking tips to build valuable connections </strong></p><p><strong> </strong></p><p><strong>Whether you're just starting out or looking to climb the ladder, this session is your blueprint for success in property management. </strong></p><p><strong> </strong></p><p><strong>Limited spots available! Register now to secure your place in this career-changing event. </strong></p>",https://app.joinhandshake.com/stu/events/1649154
53,Event,1629033,AmeriCorps NCCC: Preparing to Be a Team Leader Webinar,2024-11-21T16:00:00.000-05:00,2024-11-21T17:00:00.000-05:00,AmeriCorps,https://americorps.zoomgov.com/webinar/register/6816982619213/WN_5ZvuUuoqRY2cw5sE12pC2w,"<p><strong>Are you ready to lead? Challenge yourself? Make a difference? </strong></p><p>Join us for an interactive webinar about <a target=""_blank"" href=""https://bit.ly/NCCC_MainPage_HS"">AmeriCorps NCCC</a>'s Team Leader opportunities where you can gain invaluable supervisory experience by directing, motivating, and mentoring a diverse team of young people. </p><p>You’ll learn about the <a target=""_blank"" href=""https://bit.ly/NCCC_benefits_HS"">benefits</a> during and after service, the requirements to serve, and more. We'll help you decide if NCCC is the right fit for you and provide application pro tips on how to be a competitive Team Leader applicant! </p><p><u>Note</u>: There is no upper age limit to serve as a Team Leader and prior service experience is not required.</p>",https://app.joinhandshake.com/stu/events/1629033
54,Event,1650845,Explore Internships: Your Gateway to Conservation with SCA,2024-11-21T16:00:00.000-05:00,2024-11-21T17:00:00.000-05:00,The Student Conservation Association,,"<p>Join us for a virtual info session to learn about internship opportunities with the Student Conservation Association (SCA)! Whether you're passionate about the environment, eager to gain hands-on experience, or looking to build your leadership skills, this session is perfect for you.</p><p>During the session, you'll discover:</p><ul>
<li>
<strong>Program Overview:</strong> Learn about SCA’s mission to empower youth and young adults through hands-on conservation projects that protect our national parks, marine sanctuaries, and community green spaces.</li>
<li>
<strong>Internship Opportunities:</strong> Explore various internship roles available across the country, designed to provide practical experience in environmental stewardship, project management, and community engagement.</li>
<li>
<strong>Career Development:</strong> Understand how SCA internships can help you build valuable skills and connections in the conservation field.</li>
<li>
<strong>Q&amp;A Session:</strong> Have your questions answered by SCA Recruiters, gain insight into the application procress and tips for standing out.</li>
</ul><p>Don’t miss this opportunity to kickstart your journey in conservation and make a meaningful impact on the environment! Register now to secure your spot and take the first step toward becoming a leader in environmental stewardship.</p><p><strong>Date:</strong> 11/21 /2024<br><strong>Time:</strong> 3 PM to 4 PM CST (Centeral Time Zone)<br><strong>Location:</strong> <a target=""_blank"" href=""https://teams.microsoft.com/l/meetup-join/19%3ameeting_Mzc4YmFlOGUtN2I3YS00NTUxLTkzNzQtYTE4ZTM2NDZkNjRi%40thread.v2/0?context=%7b%22Tid%22%3a%225fc74058-1d51-4898-a936-bcb80f5a0450%22%2c%22Oid%22%3a%22d652d64d-57ea-46a6-a621-a75ffbaa2dae%22%7d"">Virtual Link </a></p><p>We look forward to seeing you there!</p>",https://app.joinhandshake.com/stu/events/1650845
55,Event,1654527,Exploring Post-Grad Pathways in Social Impact,2024-11-21T18:30:00.000-05:00,2024-11-21T19:30:00.000-05:00,City Teaching Alliance,,"<p><strong><u>Are you in search of an impactful career? Solidify your post-graduation plans with City Teaching Alliance! </u></strong></p><p>Join us to learn about City Teaching Alliance’s pathway into education—a career that goes beyond the classroom to make a real impact. This event is your chance to explore a paid opportunity where you can create meaningful change. </p><p>Meet one of our teachers who’s driving social justice in education and find out how you, too, can make a difference. Whether you're passionate about education, community building, or advocacy, this event will show you how to turn that passion into action.</p><p> </p><p><a target=""_blank"" href=""https://cityteachingalliance-org.zoom.us/meeting/register/tZYtdu6rrT0qH9JUMIpdlveTNm8YAsNGnbA-#/registration""><strong>Register Here</strong></a><strong> while spots are still available!</strong><br> </p><p><strong><u>What to Expect:</u></strong></p><ul>
<li>
<strong>Current State of Education:</strong> Learn about the current state of education and need for empowered and effective educators. </li>
<li>
<strong>Empowering Discussions:</strong> Discover how our educators advance culturally responsive teaching and social justice in education.</li>
<li>
<strong>Q&amp;A Session:</strong> Hear from a current Resident about what led them to CTA and their experience in the program. </li>
</ul>",https://app.joinhandshake.com/stu/events/1654527
56,Event,1651320,Teach For America Corps Info Session,2024-11-21T20:00:00.000-05:00,2024-11-21T20:45:00.000-05:00,Teach For America,https://webinars.on24.com/TFAEngage/InfoSession1121?partnerref=Handshake,"<p>Interested in learning more about Teach For America and jump-starting a purpose-driven career? Join us for an upcoming informational session where you'll discover who we are, what we do, and how our programs work. The first 30 minutes will address the most common questions we receive:<br> <br> 1. What is Teach For America?<br> 2. What and where will I teach?<br> 3. What will my salary and finances look like?<br> 4. How does teacher certification work?<br> 5. How will I be trained and supported?<br> <br>Our remaining time will be spent in open Q&amp;A, at which point you can get your specific questions answered. We will also be sending follow-up resources ahead of our application deadline on February 3rd. We hope to see you there!<br><br>***This session will focus on the Corps Member opportunity. We are now accepting applications for a Summer 2025 training start date for college seniors, grad students, and professionals.</p>",https://app.joinhandshake.com/stu/events/1651320
57,Event,1638511,What Does Great Teaching Look Like in Action?,2024-11-25T13:30:00.000-05:00,2024-11-25T14:00:00.000-05:00,Edward Brooke Charter Schools,,"<p>Curious about what great teaching looks like at Brooke Charter Schools? Join us to learn more!</p><p> </p><p>At Brooke, we revere teaching as an intellectual profession and we believe that great teachers are made, not born. We define great teaching as ensuring that every student is both CHALLENGED and KNOWN. Join us for a virtual professional development session to learn more about what our teaching philosophy looks like in action and the ways in which our definition of great teaching supports our goal of becoming an anti-racist organization.</p><p>If you are interested in learning from and about one of the top-performing charter schools in the Boston area, join us for a transformational webinar </p>",https://app.joinhandshake.com/stu/events/1638511
58,Event,1650329,White Cap: BUILD your SALES career with us!  We are hiring! - West,2024-11-27T14:00:00.000-05:00,2024-11-27T14:45:00.000-05:00,White Cap,,"<p><strong>White Cap: We are hiring! BUILD your SALES career with us! </strong></p><p>So excited to welcome you to join my webinar happening on Wednesday, November 27th, at 2:00pm EST. We will go over each sales role we have open and what a normal day looks like for each position. Don't worry, I will have time at the end, to answer any of your questions! </p><p><strong>Link to join meeting: </strong><a target=""_blank"" href=""https://whtcp.zoom.us/j/92004794012?pwd=dHwFWe98BJstPPYNUPdWDTtl1AuVpV.1""><strong>https://whtcp.zoom.us/j/92004794012?pwd=dHwFWe98BJstPPYNUPdWDTtl1AuVpV.1</strong></a></p><p><strong>Meeting ID</strong>: 920 0479 4012</p><p><strong>Password:</strong> 0506357176</p><p>Feel free to view our career website at whitecap.jobs, connect with me on LinkedIn and go ahead and follow our White Cap LinkedIn page for up-to-date company info! </p><p>Let's build your sales career with White Cap!</p><p>See you soon,</p><p>Sara Frister</p><p><strong>LinkedIn: </strong><a target=""_blank"" href=""https://www.linkedin.com/in/sara-frister-885bb9133/"">Sara Frister | LinkedIn</a></p>",https://app.joinhandshake.com/stu/events/1650329
59,Event,1619777,Virtual Infosession with Third Bridge! (December 2nd),2024-12-02T15:00:00.000-05:00,2024-12-02T16:00:00.000-05:00,Third Bridge,,"<p>Are you ready to launch 🚀 your career in the world of #consulting, #privateequity, #finance, #sales, #research, #communications, and beyond? Join me on Monday, December 2nd at 2 pm CT for a Virtual Informational as I introduce you to Third Bridge and our entry-level associate roles in New York 🍎 , Los Angeles 🎥 , and Dallas 🤠 </p>",https://app.joinhandshake.com/stu/events/1619777
60,Event,1585744,Hannaford RMT Panel & Info Session,2024-12-03T14:00:00.000-05:00,2024-12-03T15:00:00.000-05:00,Hannaford Supermarkets,,"<p><strong>Calling all recent grads and current students interested in a career with Hannaford Supermarkets!</strong> You may not realize that Hannaford has internship opportunities in departments like Merchandising, Marketing, Retail Operations, Brand Strategy, Finance, and Human Resources. We also have our Retail Management Training program which is widely regarded to be one of the best leadership development programs among retail companies</p><p><strong>Discover the Retail Management Trainee (RMT) program at Hannaford in this detailed panel</strong> <strong>and info session. </strong>You'll receive general information about the industry and upcoming career opportunities, followed by a Q&amp;A session. Plus, <strong>one lucky attendee will walk away with a gift basket</strong> from Hannaford!</p><p><br>Meeting ID: 858 7790 1957<br>Passcode: 383612</p>",https://app.joinhandshake.com/stu/events/1585744
61,Event,1650524,Hilton Virtual Office Hours,2024-12-03T17:00:00.000-05:00,2024-12-03T20:00:00.000-05:00,Hilton,https://app.joinhandshake.com/schedules/recurring/77141/public_invite,"<p>Do you want to learn more about Hilton? Do you have questions about our different early talent opportunities and the applications? Then sign up to meet with <strong>Priscilla Mint (Manager, Early Talent Partnerships)</strong> during our virtual office hours event on <strong>December 3</strong>. To ensure we connect with as many students as possible, please sign up for only <strong>(1)</strong> timeslot. We look forward to chatting with you!</p>",https://app.joinhandshake.com/stu/events/1650524
62,Event,1655471,Session 3: Earn Your Master’s Degree in Education with MNGOT!,2024-12-03T17:00:00.000-05:00,2024-12-03T18:00:00.000-05:00,Ampact,https://app.joinhandshake.com/events/1619042/share_preview,"<p><strong>Discover the Path to Becoming a Licensed K-6 Teacher!</strong></p><p>The Minnesota Grow Your Own Teacher program offers a unique opportunity to earn a Master’s in Education while gaining classroom experience. This pathway includes hands-on teaching, tuition assistance, health benefits, and paid training to help you grow your career.</p><p>Want to learn more? Join our info session!</p><p><strong>Event Details:</strong><br>📅 December 3, 2024 &nbsp;<br>⏰ 4 PM &nbsp;</p><p>Miss the first two sessions? No problem—you can still join and catch up! Can’t attend live? Register to receive the recording.</p><p><i>Learn more here: </i><a target=""_blank"" rel=""noopener noreferrer"" href=""https://readingandmath.org/programs/minnesota-grow-your-own-teacher/""><i>Minnesota Grow Your own Teacher&nbsp;</i></a></p><p><i>Have questions? </i><a target=""_blank"" rel=""noopener noreferrer"" href=""https://CareerPathways@ampact.us ""><i>We'd love to hear from you</i></a><i>!&nbsp;</i></p>",https://app.joinhandshake.com/stu/events/1655471
63,Event,1653200,FAO Schwarz Fellowship in Social Impact Info Session - December 2024,2024-12-04T15:00:00.000-05:00,2024-12-04T15:45:00.000-05:00,FAO Schwarz Fellowship,https://www.faoschwarzfellowship.org/december-info-session/,"<p>The <a target=""_blank"" href=""https://www.faoschwarzfellowship.org/""><u>FAO Schwarz Fellowship</u></a> is designed to develop the leadership skills of recent college graduates and prepare them for success in the social impact sector. <br> </p><p>This selective Fellowship is one of very few paid, two-year domestic fellowships in social change and offers excellent preparation for a career in nonprofits and public service. The Fellowship also prepares students interested in applying to graduate programs related to policy, education, social work or management. <br> </p><p>At this info session, you'll learn:</p><ul>
<li>About the Fellowship experience, directly from current Fellows</li>
<li>2025-2027 cohort's host organizations and roles</li>
<li>What we're looking for in a Fellowship candidate</li>
<li>Timeline and tips for applying </li>
</ul><p> </p><p>Be sure to bring questions, and follow us on social media @faofellows (Instagram, Twitter) and FAO Schwarz Fellowship (Facebook, LinkedIn) for updates about the Fellowship and reminders about info sessions, AMAs, and deadlines.</p><p><br>Join us for this info session on Wednesday, December 4 from 3:00 - 3:45 pm ET. Please sign up in advance <a target=""_blank"" href=""https://www.faoschwarzfellowship.org/december-info-session/""><u>on our website</u></a>.</p>",https://app.joinhandshake.com/stu/events/1653200
64,Event,1653035,Virtual Event: Solomon Partners Investment Banking 101 ,2024-12-04T16:30:00.000-05:00,2024-12-04T17:30:00.000-05:00,Solomon Partners,,"<p>This information session provides an overview of investment banking as well as insight into Solomon Partners and our culture. You will have the opportunity to hear from and ask questions to bankers at all stages of their careers. We hope that this session will give participants a better understanding of our industry and encourage applications to our 2025 Summer Analyst Program.</p><p> </p><p>Date: Wednesday, December 4, 2024</p><p>Time: 4:30 - 5:30pm EST</p><p>Format: Via Zoom</p><p>Audience: Students graduating between December 2026 - June 2027</p><p> </p><p>Next Steps: To apply to this event, please register by 11:59pm EST on Sunday, December 1. Participants will receive additional details prior to Wednesday, December 4.</p>",https://app.joinhandshake.com/stu/events/1653035
65,Event,1574068,Evolve: Winning Winter Break,2024-12-04T18:00:00.000-05:00,2024-12-04T18:45:00.000-05:00,Teach For America,https://learn.teachforamerica.org/wcc/eh/3686877/lp/4653938/winning-winter-break?partnerref=handshake,"<p><strong>Want to make the most of your winter break and start the new year strong? Join us to get a head start!</strong> </p><p>Perfect your time management skills (yes, you can still fit in a Netflix marathon). Set epic goals that won't just gather dust on your vision board (looking at you, 2023's ""learn French""!). Discover the power of microcredentials and other bite-sized resume boosters with big impact. </p><p><strong>Let's set you up for an incredible 2025!</strong></p>",https://app.joinhandshake.com/stu/events/1574068
